"Round","Date","Gender","District","Ward","Age","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","B0JS","C0JS","C1JS","D0JS","E0JS","Month"
4,NA,"Male","Sindhupalchowk",4,"40 to 54","Janajati","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Very little","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Kavrepalanchok",4,"40 to 54","Other","NOT MENTIONED","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Not at all",NA
4,NA,"Female","Gorkha",4,"25 to 39","Janajati","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Completely yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Rasuwa",3,"25 to 39","Tamang","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Mostly yes",NA
4,NA,"Male","Nuwakot",3,"15 to 24","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Very little","Education","Not at all","Very little","News about government decision","Very little","Not at all",NA
4,NA,"Female","Sindhupalchowk",7,"55+","Chhetri","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Neutral","Not at all","News about government decision","Mostly yes","Completely yes",NA
4,NA,"Male","Sindhuli",2,"40 to 54","Janajati","","Farmer / Laborer","","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Not at all",NA
4,NA,"Male","Okhaldhunga",5,"40 to 54","Janajati","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Not at all",NA
4,NA,"Male","Nuwakot",2,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Mostly yes","Very little",NA
4,NA,"Female","Gorkha",4,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Refused","Mostly yes","","Very little","Don't know",NA
4,NA,"Female","Lalitpur",4,"15 to 24","Newar","","Other","student","No difficulty.","Very little","Long term shelter / housing","Neutral","Very little","How to register for access support","Very little","Not at all",NA
4,NA,"Male","Ramechhap",5,"25 to 39","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Very little","Financial support","Very little","Not at all","How to get shelter materials","Completely yes","Not at all",NA
4,NA,"Male","Makwanpur",15,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Not at all",NA
4,NA,"Female","Sindhupalchowk",7,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Female","Gorkha",7,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Don't know","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Nuwakot",3,"15 to 24","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Not at all","Not at all",NA
4,NA,"Male","Rasuwa",3,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Male","Okhaldhunga",5,"25 to 39","Janajati","","Government Servant","","yes__some_difficulty","Not at all","Long term shelter / housing","Very little","Mostly yes","","Very little","Neutral",NA
4,NA,"Female","Gorkha",4,"55+","Janajati","","Farmer / Laborer","","No difficulty.","Mostly yes","","Completely yes","Mostly yes","","Very little","Don't know",NA
4,NA,"Male","Kavrepalanchok",4,"25 to 39","Tamang","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Not at all","Very little","How to get healthcare psychological support","Not at all","Not at all",NA
4,NA,"Male","Kathmandu",2,"25 to 39","Tamang","","NGO Worker / Business","","No difficulty.","Not at all","Other","Very little","Completely yes","","Don't know","Completely yes",NA
4,NA,"Male","Makwanpur",6,"25 to 39","Brahmin","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",NA
4,NA,"Female","Sindhupalchowk",6,"40 to 54","Janajati","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Not at all","Completely yes","","Completely yes","Completely yes",NA
4,NA,"Male","Gorkha",4,"25 to 39","Gurung","","Farmer / Laborer","","No difficulty.","Mostly yes","","Completely yes","Mostly yes","","Very little","Don't know",NA
4,NA,"Male","Nuwakot",3,"15 to 24","Chhetri","","Government Servant","","yes__some_difficulty","Not at all","Short term shelter / tent shelter","Very little","Very little","News about government decision","Not at all","Very little",NA
4,NA,"Male","Sindhupalchowk",7,"25 to 39","Chhetri","","Other","Business","No difficulty.","Neutral","Long term shelter / housing","Neutral","Mostly yes","","Very little","refused",NA
4,NA,"Male","Ramechhap",5,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Mostly yes","Completely yes",NA
4,NA,"Male","Okhaldhunga",5,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","News about government decision","Very little","Mostly yes",NA
4,NA,"Female","Gorkha",7,"40 to 54","Dalit","","NGO Worker / Business","","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Gorkha",4,"25 to 39","Janajati","","Farmer / Laborer","","yes__some_difficulty","Neutral","Long term shelter / housing","Don't know","Mostly yes","","Very little","refused",NA
4,NA,"Male","Makwanpur",6,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Not at all",NA
4,NA,"Male","Nuwakot",8,"25 to 39","Tamang","","Farmer / Laborer","","yes__some_difficulty","Very little","Short term shelter / tent shelter","Very little","Very little","News about government decision","Mostly yes","Very little",NA
4,NA,"Male","Ramechhap",5,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to get healthcare psychological support","Mostly yes","Mostly yes",NA
4,NA,"Female","Sindhupalchowk",7,"25 to 39","Chhetri","","Government Servant","","No difficulty.","Neutral","Long term shelter / housing","Very little","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Rasuwa",3,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","Finding missing people","Not at all","Not at all",NA
4,NA,"Female","Okhaldhunga",5,"55+","Janajati","","Farmer / Laborer","","cannot_do_at_all","Very little","Healthcare","Very little","Very little","News about government decision","Not at all","Don't know",NA
4,NA,"Female","Sindhupalchowk",6,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Completely yes","Not at all",NA
4,NA,"Male","Nuwakot",6,"40 to 54","Dalit","","Farmer / Laborer","","yes__some_difficulty","Very little","Healthcare","Not at all","Not at all","News about government decision","Not at all","Very little",NA
4,NA,"Male","Kavrepalanchok",8,"25 to 39","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to get healthcare psychological support","Very little","Very little",NA
4,NA,"Male","Makwanpur",6,"25 to 39","Brahmin","","Other","Student","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Not at all",NA
4,NA,"Male","Kathmandu",2,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Financial support","Not at all","Completely yes","","Not at all","Not at all",NA
4,NA,"Female","Gorkha",7,"40 to 54","Chhetri","","NGO Worker / Business","","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Gorkha",8,"25 to 39","Gurung","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Refused","Mostly yes","","Very little","refused",NA
4,NA,"Female","Ramechhap",12,"15 to 24","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Very little","How to get shelter materials","Completely yes","Mostly yes",NA
4,NA,"Male","Nuwakot",6,"40 to 54","Dalit","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Very little","Mostly yes","","Not at all","Very little",NA
4,NA,"Male","Sindhupalchowk",6,"55+","Janajati","","Other","old man","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Completely yes","Completely yes",NA
4,NA,"Male","Makwanpur",6,"25 to 39","Brahmin","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","News about government decision","Not at all","Not at all",NA
4,NA,"Female","Sindhupalchowk",7,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Completely yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Okhaldhunga",5,"55+","Janajati","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Not at all","Very little","How to get shelter materials","Mostly yes","Not at all",NA
4,NA,"Female","Ramechhap",12,"55+","Brahmin","","Farmer / Laborer","","yes__some_difficulty","Don't know","","Neutral","Very little","How to register for access support","Mostly yes","Mostly yes",NA
4,NA,"Male","Kavrepalanchok",8,"25 to 39","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get healthcare psychological support","Not at all","Very little",NA
4,NA,"Female","Gorkha",7,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Don't know","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Gorkha",8,"15 to 24","Gurung","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Refused","Mostly yes","","Very little","Neutral",NA
4,NA,"Male","Dhading",5,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Don't know","Mostly yes",NA
4,NA,"Female","Rasuwa",3,"40 to 54","Gurung","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","Finding missing people","Mostly yes","Mostly yes",NA
4,NA,"Male","Ramechhap",12,"40 to 54","Brahmin","","Farmer / Laborer","","yes__some_difficulty","Neutral","Psychosocial counseling","Completely yes","Neutral","How to replace personal documentation","Completely yes","Mostly yes",NA
4,NA,"Female","Lalitpur",5,"25 to 39","Newar","","Other","housewife","No difficulty.","Very little","Financial support","Very little","Not at all","How to register for access support","Completely yes","Very little",NA
4,NA,"Male","Makwanpur",6,"25 to 39","Chhetri","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Very little","Mostly yes","","Not at all","Not at all",NA
4,NA,"Female","Nuwakot",6,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Mostly yes","","Very little","Mostly yes","","Mostly yes","Very little",NA
4,NA,"Male","Sindhupalchowk",9,"25 to 39","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Completely yes",NA
4,NA,"Male","Sindhupalchowk",6,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Not at all","Completely yes","","Completely yes","Completely yes",NA
4,NA,"Male","Ramechhap",4,"55+","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Very little","How to replace personal documentation","Mostly yes","Mostly yes",NA
4,NA,"Male","Kathmandu",2,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Don't know","","Not at all","Completely yes",NA
4,NA,"Female","Nuwakot",8,"25 to 39","Tamang","","Farmer / Laborer","","yes__some_difficulty","Very little","Short term shelter / tent shelter","Very little","Very little","News about government decision","Very little","Very little",NA
4,NA,"Female","Makwanpur",8,"55+","Tamang","","Farmer / Laborer","","yes__some_difficulty","Mostly yes","","Mostly yes","Completely yes","","Mostly yes","Don't know",NA
4,NA,"Male","Ramechhap",12,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Neutral","Long term shelter / housing","Completely yes","Neutral","How to replace personal documentation","Mostly yes","Neutral",NA
4,NA,"Male","Kavrepalanchok",8,"40 to 54","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Toilets sanitation","Neutral","Very little","How to get healthcare psychological support","Very little","Very little",NA
4,NA,"Male","Dhading",5,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Very little","Completely yes","","Refused","Completely yes",NA
4,NA,"Male","Gorkha",7,"55+","Janajati","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Don't know","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Nuwakot",6,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Don't know","","Very little","Very little",NA
4,NA,"Female","Sindhupalchowk",9,"40 to 54","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Neutral","Not at all","News about government decision","Mostly yes","Completely yes",NA
4,NA,"Male","Okhaldhunga",5,"55+","Janajati","","Farmer / Laborer","","yes__a_lot_of_difficulty","Mostly yes","","Not at all","Very little","How to get shelter materials","Very little","Mostly yes",NA
4,NA,"Male","Sindhupalchowk",6,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Completely yes","","Completely yes","Mostly yes",NA
4,NA,"Female","Lalitpur",5,"40 to 54","Newar","","Other","housewife","No difficulty.","Not at all","Financial support","Not at all","Not at all","News about government decision","Mostly yes","Completely yes",NA
4,NA,"Female","Sindhuli",2,"40 to 54","Newar","","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Not at all",NA
4,NA,"Male","Ramechhap",12,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Neutral","Long term shelter / housing","Mostly yes","Very little","How to get shelter materials","Very little","Completely yes",NA
4,NA,"Male","Gorkha",8,"25 to 39","Gurung","","Farmer / Laborer","","No difficulty.","Mostly yes","","Completely yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Rasuwa",7,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Very little",NA
4,NA,"Female","Nuwakot",6,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Not at all",NA
4,NA,"Male","Dhading",5,"40 to 54","Brahmin","","Other","not mentioned","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Don't know","Mostly yes",NA
4,NA,"Male","Okhaldhunga",5,"15 to 24","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get shelter materials","Very little","Mostly yes",NA
4,NA,"Male","Lalitpur",5,"15 to 24","Newar","","Other","student","No difficulty.","Very little","Financial support","Neutral","Not at all","How to get shelter materials","Mostly yes","Very little",NA
4,NA,"Male","Ramechhap",4,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Very little","How to get shelter materials","Mostly yes","Mostly yes",NA
4,NA,"Male","Kavrepalanchok",8,"40 to 54","Dalit","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Financial support","Very little","Very little","How to get shelter materials","Very little","Very little",NA
4,NA,"Male","Gorkha",8,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Don't know","Mostly yes","","Mostly yes","Not at all",NA
4,NA,"Male","Sindhupalchowk",4,"40 to 54","Janajati","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Gorkha",8,"25 to 39","Gurung","","Farmer / Laborer","","No difficulty.","Very little","Short term shelter / tent shelter","Don't know","Very little","How to get shelter materials","Not at all","Very little",NA
4,NA,"Male","Sindhuli",6,"40 to 54","Newar","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","Finding missing people","Not at all","Completely yes",NA
4,NA,"Female","Nuwakot",1,"25 to 39","Tamang","","NGO Worker / Business","","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Lalitpur",5,"40 to 54","Newar","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Financial support","Very little","Very little","How to register for access support","Very little","Very little",NA
4,NA,"Male","Ramechhap",16,"15 to 24","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Male","Makwanpur",8,"15 to 24","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Completely yes","","Don't know","Mostly yes",NA
4,NA,"Male","Okhaldhunga",5,"55+","Janajati","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Neutral",NA
4,NA,"Male","Nuwakot",8,"25 to 39","Tamang","","Farmer / Laborer","","yes__some_difficulty","Very little","Short term shelter / tent shelter","Very little","Very little","News about government decision","Very little","Very little",NA
4,NA,"Female","Gorkha",8,"40 to 54","Gurung","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Refused","Mostly yes","","Very little","Very little",NA
4,NA,"Male","Dhading",5,"55+","Brahmin","","Other","not mentioned","yes__some_difficulty","Very little","Long term shelter / housing","Very little","Mostly yes","","Don't know","Mostly yes",NA
4,NA,"Female","Ramechhap",16,"40 to 54","Chhetri","","Farmer / Laborer","","yes__some_difficulty","Neutral","Financial support","Completely yes","Mostly yes","","Completely yes","Mostly yes",NA
4,NA,"Male","Kavrepalanchok",8,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Toilets sanitation","Very little","Not at all","How to register for access support","Very little","Not at all",NA
4,NA,"Male","Ramechhap",4,"15 to 24","Dalit","","NGO Worker / Business","","No difficulty.","Mostly yes","","Mostly yes","Very little","How to replace personal documentation","Mostly yes","Mostly yes",NA
4,NA,"Male","Makwanpur",8,"40 to 54","Tamang","","Government Servant","","yes__some_difficulty","Very little","Financial support","Mostly yes","Completely yes","","Completely yes","Don't know",NA
4,NA,"Male","Lalitpur",5,"25 to 39","Newar","","Skilled Worker (i.e. Carpenter)","","yes__some_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Mostly yes","Very little",NA
4,NA,"Female","Sindhupalchowk",4,"25 to 39","Brahmin","","Other","housewife","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Completely yes","Not at all",NA
4,NA,"Female","Okhaldhunga",5,"55+","Janajati","","Farmer / Laborer","","yes__a_lot_of_difficulty","Mostly yes","","Don't know","Very little","News about government decision","Very little","Neutral",NA
4,NA,"Male","Nuwakot",1,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Not at all","Not at all",NA
4,NA,"Male","Sindhuli",6,"25 to 39","Janajati","","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","How to register for access support","Not at all","Not at all",NA
4,NA,"Male","Sindhupalchowk",9,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Neutral","Completely yes",NA
4,NA,"Male","Ramechhap",16,"15 to 24","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get shelter materials","Very little","Mostly yes",NA
4,NA,"Female","Kathmandu",6,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Very little","Don't know",NA
4,NA,"Male","Dhading",5,"25 to 39","Brahmin","","Other","not mentioned","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Completely yes","Completely yes",NA
4,NA,"Female","Makwanpur",8,"25 to 39","Tamang","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Completely yes","","Don't know","Not at all",NA
4,NA,"Male","Nuwakot",1,"15 to 24","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Clean water","Mostly yes","Not at all","News about government decision","Completely yes","Completely yes",NA
4,NA,"Female","Gorkha",8,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Neutral","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Ramechhap",16,"55+","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Very little","Mostly yes",NA
4,NA,"Female","Okhaldhunga",5,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","How to get healthcare psychological support","Not at all","Mostly yes",NA
4,NA,"Female","Sindhupalchowk",9,"15 to 24","Dalit","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Neutral","Very little","News about government decision","Completely yes","Completely yes",NA
4,NA,"Male","Sindhupalchowk",4,"25 to 39","Brahmin","","Other","businessman","yes__some_difficulty","Not at all","Long term shelter / housing","Not at all","Completely yes","","Completely yes","Completely yes",NA
4,NA,"Female","Nuwakot",1,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Lalitpur",4,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Kavrepalanchok",1,"15 to 24","Brahmin","","Other","STUDENT","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get healthcare psychological support","Very little","Very little",NA
4,NA,"Female","Makwanpur",8,"25 to 39","Tamang","","Other","Not mentioned","No difficulty.","Completely yes","","Completely yes","Completely yes","","Don't know","Completely yes",NA
4,NA,"Female","Ramechhap",4,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Very little","Finding missing people","Mostly yes","Mostly yes",NA
4,NA,"Male","Ramechhap",16,"40 to 54","Newar","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Very little","How to get shelter materials","Mostly yes","Mostly yes",NA
4,NA,"Female","Kathmandu",4,"40 to 54","Brahmin","","Other","housewife","yes__some_difficulty","Not at all","Long term shelter / housing","Mostly yes","Completely yes","","Not at all","Completely yes",NA
4,NA,"Male","Sindhuli",6,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","Finding missing people","Not at all","Not at all",NA
4,NA,"Female","Gorkha",8,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Female","Sindhupalchowk",4,"15 to 24","Dalit","","Other","student","yes__some_difficulty","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Completely yes","Completely yes",NA
4,NA,"Male","Nuwakot",1,"55+","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Female","Sindhupalchowk",9,"55+","Dalit","","Farmer / Laborer","","No difficulty.","Not at all","Healthcare","Neutral","Not at all","News about government decision","Mostly yes","Neutral",NA
4,NA,"Male","Nuwakot",8,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Very little","Short term shelter / tent shelter","Very little","Very little","News about government decision","Very little","Very little",NA
4,NA,"Male","Gorkha",8,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Mostly yes","","Very little","Refused","","Neutral","Mostly yes",NA
4,NA,"Male","Rasuwa",7,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Female","Makwanpur",1,"55+","Tamang","","Farmer / Laborer","","yes__some_difficulty","Very little","Long term shelter / housing","Don't know","Not at all","News about government decision","Mostly yes","Don't know",NA
4,NA,"Male","Lalitpur",4,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Mostly yes","Very little",NA
4,NA,"Male","Ramechhap",5,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Completely yes","Mostly yes","","Completely yes","Completely yes",NA
4,NA,"Female","Okhaldhunga",6,"55+","Brahmin","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Completely yes","Not at all",NA
4,NA,"Female","Sindhuli",6,"25 to 39","Janajati","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","How to register for access support","Not at all","Not at all",NA
4,NA,"Male","Gorkha",8,"40 to 54","Janajati","","Farmer / Laborer","","yes__some_difficulty","Not at all","Long term shelter / housing","Neutral","Mostly yes","","Mostly yes","Mostly yes",NA
4,NA,"Male","Nuwakot",3,"40 to 54","Brahmin","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Refused","Mostly yes",NA
4,NA,"Male","Sindhupalchowk",1,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
4,NA,"Male","Ramechhap",5,"55+","Newar","","NGO Worker / Business","","yes__some_difficulty","Completely yes","","Completely yes","Mostly yes","","Very little","Completely yes",NA
4,NA,"Female","Kathmandu",4,"55+","Chhetri","","Other","house wife","No difficulty.","Not at all","Long term shelter / housing","Don't know","Don't know","","Don't know","Don't know",NA
4,NA,"Male","Ramechhap",4,"55+","Tamang","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Not at all","How to register for access support","Mostly yes","Mostly yes",NA
4,NA,"Male","Sindhupalchowk",4,"40 to 54","Dalit","","Farmer / Laborer","","yes__a_lot_of_difficulty","Not at all","Long term shelter / housing","Very little","Completely yes","","Completely yes","Completely yes",NA
4,NA,"Female","Kavrepalanchok",1,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","Finding missing people","Very little","Not at all",NA
4,NA,"Male","Rasuwa",7,"25 to 39","Gurung","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Mostly yes","Mostly yes",NA
4,NA,"Female","Gorkha",8,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Mostly yes","","Very little","refused",NA
4,NA,"Male","Dhading",3,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Mostly yes","","Very little","Completely yes","","Don't know","Mostly yes",NA
4,NA,"Female","Sindhuli",6,"40 to 54","Gurung","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","Finding missing people","Not at all","Completely yes",NA
4,NA,"Male","Makwanpur",1,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Mostly yes",NA
4,NA,"Male","Sindhupalchowk",1,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Mostly yes","Completely yes",NA
