District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1NOV,B2NOV,C0JS,C1JS,C2JS,D0JS,D1NOV,D2NOV,E0JS,E1JS,E2JS,F0NOV,F1NOV,G0NOV,H0NOV,H1NOV
Sindhuli,Kamalamai_Muni,3,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),financial_support,housing_inspections,1_not_at_all,relifef_distributed_based_on_distance_from_road,government_plans_unclear,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,relief_distributed_based_on_distance_from_road,ngo_plans_unclear,1_not_at_all,based_on_political_parties,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,3,40-54,male,Tamang,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,1_not_at_all,relifef_distributed_based_on_first_come_first_served,was_promised_relief_but_never_received,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_distance_from_road,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,3,40-54,male,Janajati,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),housing_inspections,financial_support,1_not_at_all,relifef_distributed_based_on_first_come_first_served,government_plans_unclear,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_first_come_first_served,1_not_at_all,only_if_damage_is_severe,based_political_parties,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,4,40-54,male,Newar,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),short_term_shelter__tent_shelterbox,clean_water,1_not_at_all,was_promised_relief_but_never_received,government_does_not_listen_to_my_concern,1_not_at_all,how_to_get_shelter_materials,how_to_register_for_access_support,1_not_at_all,do_not_trust_NGOs,ngo_do_not_know_what_they_are_doing,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Kamalamai_Muni,3,25-39,male,Janajati,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),livelihoods,financial_support,1_not_at_all,Government_plans_unclear,relief_distributed_based_on_distance_from_road,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,relief_distributed_based_on_distance_from_road,ngo_plans_unclear,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,4,40-54,male,Janajati,,farmer_laborer,,yes__some_diff,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,livelihoods,1_not_at_all,do_not_trust_government,government_does_not_listen_to_my_concern,1_not_at_all,how_to_get_shelter_materials,news_about_government_decision,1_not_at_all,do_not_trust_NGOs,ngo_plans_unclear,1_not_at_all,first_come_first_served,only_if_damage_is_severe,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,5,25-39,male,Chhetri,,ngo_worker_bus,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),livelihoods,financial_support,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,do_not_trust_NGOs,ngo_plans_unclear,4_somewhat_yes,,,1_not_at_all,do_not_have_warm_clothing,1_not_at_all,,
Sindhuli,Kamalamai_Muni,5,25-39,male,Chhetri,,ngo_worker_bus,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),housing_inspections,clean_water,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_political_parties,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,1_not_at_all,first_come_first_served,based_political_parties,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,8,40-54,male,Chhetri,,government_ser,,yes__some_diff,1_not_at_all,short_term_shelter_(tent/shelterbox),housing_inspections,financial_support,1_not_at_all,relifef_distributed_based_on_distance_from_road,government_plans_unclear,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,relief_distributed_based_on_distance_from_road,ngo_do_not_listen_to_my_concerns,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Kamalamai_Muni,8,25-39,male,Newar,,farmer_laborer,,yes__some_diff,1_not_at_all,short_term_shelter_(tent/shelterbox),housing_inspections,financial_support,1_not_at_all,relifef_distributed_based_on_distance_from_road,was_promised_relief_but_never_received,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,relief_distributed_based_on_distance_from_road,reconstruction_process_taking_too_long,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,8,40-54,male,Chhetri,,farmer_laborer,,yes_a_lot_of,1_not_at_all,short_term_shelter_(tent/shelterbox),livelihoods,housing_inspections,1_not_at_all,relifef_distributed_based_on_distance_from_road,government_plans_unclear,1_not_at_all,how_to_register_for_access_support,news_about_government_decision,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_keep_snow_out,1_not_at_all,,
Sindhuli,Kamalamai_Muni,8,25-39,male,Chhetri,,government_ser,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),housing_inspections,livelihoods,1_not_at_all,was_promised_relief_but_never_received,government_plans_unclear,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,relief_distributed_based_on_distance_from_road,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,do_not_have_warm_clothing,1_not_at_all,,
Sindhuli,Kamalamai_Muni,8,40-54,male,Tamang,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,1_not_at_all,relifef_distributed_based_on_distance_from_road,government_plans_unclear,1_not_at_all,how_to_register_for_access_support,how_to_get_shelter_materials,1_not_at_all,was_promised_relief_but_never_received,ngo_plans_unclear,1_not_at_all,based_on_distance_from_main_road,based_political_parties,1_not_at_all,do_not_have_warm_clothing,1_not_at_all,,
Sindhuli,Jalkanya,4,40-54,male,Brahmin,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),housing_inspections,financial_support,5_completely_yes,,,4_somewhat_yes,,,3_neutral,relief_distributed_based_on_political_parties,reconstruction_process_taking_too_long,5_completely_yes,,,1_not_at_all,do_not_have_warm_clothing,4_somewhat_yes,,
Sindhuli,Jalkanya,4,55+,male,Brahmin,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,5_completely_yes,,,2_not_very_much,do_not_have_warm_clothing,1_not_at_all,,
Sindhuli,Jalkanya,6,55+,male,Tamang,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),healthcare,housing_inspections,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,3_neutral,based_on_caste_system,based_on_distance_from_main_road,1_not_at_all,do_not_have_warm_clothing,1_not_at_all,,
Sindhuli,Jalkanya,6,55+,male,Tamang,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),housing_inspections,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,do_not_have_warm_clothing,1_not_at_all,,
Sindhuli,Jalkanya,6,55+,male,Tamang,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),financial_support,livelihoods,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,5_completely_yes,,
Sindhuli,Ratanchura,3,40-54,male,Dalit,,skilled_worker,,no_difficulty,2_not_very_much,long_term_shelter_(housing),housing_inspections,livelihoods,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Sindhuli,Ratanchura,3,25-39,male,Dalit,,skilled_worker,,no_difficulty,2_not_very_much,long_term_shelter_(housing),livelihoods,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,3_neutral,first_come_first_served,only_if_damage_is_severe,5_completely_yes,,1_not_at_all,,
Sindhuli,Ratanchura,3,55+,male,Chhetri,,farmer_laborer,,yes__some_diff,1_not_at_all,healthcare,clean_water,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,renters_excluded_from_distribution,relief_distributed_based_on_first_come_first_served,5_completely_yes,,,5_completely_yes,,2_not_very_much,,
Sindhuli,Ratanchura,3,40-54,male,Dalit,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),healthcare,seeds_and_fertilizers,4_somewhat_yes,,,5_completely_yes,,,2_not_very_much,was_promised_relief_but_never_received,relief_distributed_based_on_severe_damage,3_neutral,only_if_damage_is_severe,based_political_parties,4_somewhat_yes,,4_somewhat_yes,,
Sindhuli,Bhuwaneswari,3,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Bhuwaneswari,3,25-39,male,Janajati,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Bhuwaneswari,4,40-54,male,Dalit,,farmer_laborer,,yes_a_lot_of,1_not_at_all,long_term_shelter_(housing),financial_support,healthcare,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,2_not_very_much,based_on_political_parties,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Basheswor,2,15-24,male,Dalit,,skilled_worker,,no_difficulty,4_somewhat_yes,,,,2_not_very_much,donêt_know_where_distribution_sites_are,donêt_know_how_to_register_for_relief_services,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,based_on_distance_from_main_road,based_political_parties,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Sindhuli,Basheswor,5,25-39,male,Tamang,,farmer_laborer,,no_difficulty,2_not_very_much,financial_support,seeds_and_fertilizers,financial_support,1_not_at_all,was_promised_relief_but_never_received,was_promised_relief_but_never_received,1_not_at_all,how_to_register_for_access_support,news_about_government_decision,4_somewhat_yes,,,1_not_at_all,based_on_political_parties,based_on_caste_systems,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Basheswor,5,55+,male,Tamang,,farmer_laborer,,yes__some_diff,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Basheswor,5,55+,male,Janajati,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),food,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Jhangajholi_Ra,6,40-54,male,Tamang,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Bhimeswar_Khur,5,40-54,male,Janajati,,farmer_laborer,,yes__some_diff,1_not_at_all,long_term_shelter_(housing),clean_water,toilets_sanitation,1_not_at_all,relifef_distributed_based_on_political_parties,Do_not_trust_government,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,2_not_very_much,not_enough_fuel,4_somewhat_yes,,
Sindhuli,Bhimeswar_Khur,5,25-39,male,Janajati,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),housing_inspections,financial_support,1_not_at_all,do_not_trust_government,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,5_completely_yes,,
Sindhuli,Bhimeswar_Khur,5,40-54,male,Chhetri,,ngo_worker_bus,,no_difficulty,3_neutral,long_term_shelter_(housing),short_term_shelter__tent_shelterbox,financial_support,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,4_somewhat_yes,,
Sindhuli,Bhimeswar_Khur,8,40-54,male,Newar,,government_ser,,no_difficulty,2_not_very_much,psychosocial_counseling,housing_inspections,financial_support,2_not_very_much,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,5_completely_yes,,,3_neutral,was_promised_relief_but_never_received,relief_distributed_based_on_first_come_first_served,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Bhimeswar_Khur,8,25-39,male,Dalit,,farmer_laborer,,yes__some_diff,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,2_not_very_much,do_not_trust_NGOs,was_promised_relief_but_never_received,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Sitalpati,3,40-54,male,Chhetri,,farmer_laborer,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,3_neutral,news_about_government_decisions,how_to_register_for_access_support,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,3_neutral,,
Sindhuli,Sitalpati,3,25-39,male,Magar,,farmer_laborer,,no_difficulty,2_not_very_much,clean_water,short_term_shelter__tent_shelterbox,financial_support,3_neutral,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,3_neutral,how_to_register_for_access_support,how_to_get_shelter_materials,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_keep_snow_out,4_somewhat_yes,,
Sindhuli,Sitalpati,3,40-54,male,Chhetri,,farmer_laborer,,yes_a_lot_of,2_not_very_much,long_term_shelter_(housing),clean_water,financial_support,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Sitalpati,5,25-39,male,Chhetri,,ngo_worker_bus,,no_difficulty,3_neutral,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Sitalpati,5,55+,male,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),long_term_shelter__housing,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,3_neutral,house_shelter_will_not_protect_against_cold,3_neutral,,
Sindhuli,Jhangajholi_Ra,1,25-39,male,other,Majhi,ngo_worker_bus,,no_difficulty,4_somewhat_yes,,,,2_not_very_much,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Jhangajholi_Ra,1,15-24,male,Newar,,other,Student,no_difficulty,4_somewhat_yes,,,,2_not_very_much,Government_plans_unclear,was_promised_relief_but_never_received,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Jhangajholi_Ra,1,25-39,male,Newar,,ngo_worker_bus,,no_difficulty,2_not_very_much,short_term_shelter_(tent/shelterbox),clean_water,livelihoods,2_not_very_much,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,do_not_trust_NGOs,ngo_plans_unclear,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Sindhuli,Jhangajholi_Ra,3,40-54,male,Newar,,government_ser,,no_difficulty,2_not_very_much,healthcare,short_term_shelter__tent_shelterbox,long_term_shelter__housing,2_not_very_much,was_promised_relief_but_never_received,government_plans_unclear,5_completely_yes,,,2_not_very_much,ngo_plans_unclear,relief_distributed_based_on_distance_from_road,2_not_very_much,based_on_political_parties,other,2_not_very_much,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Sindhuli,Jhangajholi_Ra,3,25-39,male,Newar,,farmer_laborer,,no_difficulty,3_neutral,short_term_shelter_(tent/shelterbox),financial_support,long_term_shelter__housing,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,3_neutral,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,do_not_trust_NGOs,ngo_plans_unclear,1_not_at_all,based_on_political_parties,joint_families,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Jhangajholi_Ra,3,25-39,male,other,Majhi,other,Student,no_difficulty,2_not_very_much,long_term_shelter_(housing),short_term_shelter__tent_shelterbox,financial_support,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,1_not_at_all,ngo_plans_unclear,do_not_trust_NGOs,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Jhangajholi_Ra,6,25-39,male,Tamang,,farmer_laborer,,no_difficulty,2_not_very_much,short_term_shelter_(tent/shelterbox),financial_support,healthcare,2_not_very_much,Government_plans_unclear,was_promised_relief_but_never_received,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,ngo_plans_unclear,do_not_trust_NGOs,2_not_very_much,based_on_political_parties,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Sindhuli,Jhangajholi_Ra,6,25-39,male,Tamang,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),financial_support,long_term_shelter__housing,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,2_not_very_much,news_about_government_decisions,how_to_register_for_access_support,2_not_very_much,ngo_plans_unclear,was_promised_relief_but_never_received,1_not_at_all,based_on_political_parties,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Jhangajholi_Ra,6,40-54,male,Tamang,,farmer_laborer,,no_difficulty,1_not_at_all,short_term_shelter_(tent/shelterbox),financial_support,long_term_shelter__housing,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,1_not_at_all,ngo_plans_unclear,was_promised_relief_but_never_received,2_not_very_much,based_on_political_parties,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,1_not_at_all,,
Sindhuli,Kusheswar_Dumj,8,25-39,male,Magar,,ngo_worker_bus,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Kusheswar_Dumj,8,40-54,male,Magar,,farmer_laborer,,yes__some_diff,2_not_very_much,short_term_shelter_(tent/shelterbox),financial_support,long_term_shelter__housing,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,2_not_very_much,news_about_government_decisions,how_to_get_shelter_materials,2_not_very_much,ngo_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,,
Sindhuli,Kusheswar_Dumj,8,40-54,male,Magar,,government_ser,,no_difficulty,4_somewhat_yes,,,,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,ngo_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,4_somewhat_yes,,
Sindhuli,Kusheswar_Dumj,8,25-39,male,Magar,,ngo_worker_bus,,no_difficulty,4_somewhat_yes,,,,1_not_at_all,Government_plans_unclear,was_promised_relief_but_never_received,4_somewhat_yes,,,2_not_very_much,ngo_plans_unclear,renters_excluded_from_distribution,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,2_not_very_much,,
Sindhupalchowk,Sangachok,6,15-24,female,Chhetri,,farmer_laborer,,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,toilets_sanitation,1_not_at_all,was_promised_relief_but_never_received,Do_not_trust_government,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,5_completely_yes,4_somewhat_yes,community_members
Sindhupalchowk,Pangretar,2,25-39,female,Brahmin,,ngo_worker_bus,,no_difficulty,2_not_very_much,long_term_shelter_(housing),livelihoods,healthcare,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,2_not_very_much,based_on_political_parties,based_on_distance_from_main_road,1_not_at_all,house_shelter_will_not_protect_against_cold,3_neutral,3_neutral,community_members
Sindhupalchowk,Sanosiruwari,2,25-39,female,Newar,,farmer_laborer,,yes__some_diff,2_not_very_much,financial_support,long_term_shelter__housing,food,5_completely_yes,,,1_not_at_all,news_about_government_decisions,how_to_get_shelter_materials,4_somewhat_yes,,,don_t_know,,,1_not_at_all,house_shelter_will_not_protect_against_cold,don_t_know,5_completely_yes,community_members
Sindhupalchowk,Pangretar,3,25-39,female,Brahmin,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),livelihoods,healthcare,2_not_very_much,reconstruction_process_taking_too_long,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,don_t_know,
Sindhupalchowk,Phulpindada,4,25-39,female,Chhetri,,other,House Wife,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,toilets_sanitation,2_not_very_much,government_does_not_listern_to_my_concerns,reconstruction_process_taking_too_long,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,5_completely_yes,4_somewhat_yes,community_members
Sindhupalchowk,Phulpindada,4,55+,female,Chhetri,,other,House Wife,no_difficulty,1_not_at_all,long_term_shelter_(housing),healthcare,livelihoods,1_not_at_all,government_doesn_t_know_what_its_doing,was_promised_relief_but_never_received,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,5_completely_yes,5_not_at_all,
Sindhupalchowk,Phulpindada,2,55+,female,Tamang,,other,House Wife,yes__some_diff,1_not_at_all,long_term_shelter_(housing),healthcare,livelihoods,1_not_at_all,government_does_not_listern_to_my_concerns,was_promised_relief_but_never_received,2_not_very_much,how_to_get_shelter_materials,how_to_get_healthcare_psychosocial_support,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,5_completely_yes,5_not_at_all,
Sindhupalchowk,Phulpindada,6,15-24,female,Brahmin,,other,Student,no_difficulty,1_not_at_all,long_term_shelter_(housing),education,toilets_sanitation,1_not_at_all,do_not_trust_government,government_plans_unclear,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_protect_against_cold,5_completely_yes,5_not_at_all,
Sindhupalchowk,Phulpindada,7,25-39,female,Newar,,other,House Wife,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,financial_support,1_not_at_all,was_promised_relief_but_never_received,reconstruction_process_taking_too_long,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,5_completely_yes,5_not_at_all,
Sindhupalchowk,Phulpindada,7,25-39,female,Newar,,other,House Wife,no_difficulty,1_not_at_all,long_term_shelter_(housing),livelihoods,healthcare,1_not_at_all,government_does_not_listern_to_my_concerns,Do_not_trust_government,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,5_completely_yes,5_not_at_all,
Sindhupalchowk,Chautara,7,refused,female,Newar,,other,Not Mentioned,yes__some_diff,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_somewhat_yes,community_members
Sindhupalchowk,Chautara,7,25-39,female,other,not mentioned,other,Not Mentioned,yes__some_diff,2_not_very_much,long_term_shelter_(housing),financial_support,food,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_somewhat_yes,community_members
Sindhupalchowk,Chautara,6,25-39,female,Newar,,farmer_laborer,,yes__some_diff,2_not_very_much,long_term_shelter_(housing),financial_support,livelihoods,5_completely_yes,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_somewhat_yes,community_members
Sindhupalchowk,Sanosiruwari,2,25-39,female,other,not mentioned,other,Not mentioned,yes__some_diff,2_not_very_much,livelihoods,long_term_shelter__housing,financial_support,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_keep_snow_out,4_somewhat_yes,4_somewhat_yes,community_members
Sindhupalchowk,Sanosiruwari,3,25-39,female,Chhetri,,other,Student,yes__some_diff,2_not_very_much,long_term_shelter_(housing),other,financial_support,4_somewhat_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,5_completely_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,4_somewhat_yes,community_members
Sindhupalchowk,Sangachok,6,25-39,female,Janajati,,farmer_laborer,,no_difficulty,2_not_very_much,long_term_shelter_(housing),financial_support,seeds_and_fertilizers,4_somewhat_yes,,,5_completely_yes,,,4_somewhat_yes,,,4_somewhat_yes,,,1_not_at_all,house_shelter_will_not_protect_against_cold,4_somewhat_yes,5_not_at_all,
Sindhupalchowk,Sangachok,6,25-39,female,other,not mentioned,government_ser,,no_difficulty,4_somewhat_yes,,,,4_somewhat_yes,,,5_completely_yes,,,5_completely_yes,,,4_somewhat_yes,,,2_not_very_much,house_shelter_will_not_keep_snow_out,4_somewhat_yes,4_not_very_much,
