District,VDC_Municipality,Ward,Age,Gender,Ethnicity,Ethnicity_Other,Occupation,Occupation_Other,Do_you_have_any_health_problem,A0JS,A1JS,A2JS,A3JS,B0JS,B1JAN,B2JAN,C0JS,C1JS,C2JS,D0JS,D1JS,D2JS,E0JS,E1JS,E2JS,F0JAN,F1JAN,G0JAN,G1JAN,G2JAN,I0JAN,J0JAN,J1JAN,J2JAN,L0JAN,L1JAN,L2JAN,M0JAN,M1JAN,M2JAN
Ramechhap,Ramechhap,7,40-54,male,Brahmin,,Farmer/laborer,,"Yes, some difficulty ",3 _ Neutral ,Financial support,Long-term shelter (housing)                ,Housing inspections,5 _ Completely yes         ,,,1 _ Not at all        ,How to register for/access support                       ,How to replace personal documentation     ,4_Mostly yes,,,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,4-Mostly yes,Don't Know,,5-Not at all,1-Completely yes        ,Government grant        ,Waiting for community to start rebuilding                    ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Safe spaces for women and children   
Ramechhap,Puraganau,4,15-24,female,Chhetri,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Toilets/sanitation,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4-Mostly yes,,4 _ Not very much        ,,,4-Mostly yes,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Livelihood options/training                                          
Ramechhap,Ramechhap,7,40-54,male,Newar,,Farmer/laborer,,"Yes, some difficulty ",2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Housing inspections,4_Mostly yes,,,1 _ Not at all        ,How to register for/access support                       ,How to get healthcare/psychological support                           ,4_Mostly yes,,,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,4-Mostly yes,Don't Know,,5-Not at all,2-Somewhat yes,Government grant        ,Waiting for community to start rebuilding                    ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Repair/reconstruction of community buildings        
Ramechhap,Puraganau,4,25-39,male,Magar,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Toilets/sanitation,Financial support,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,2 _ Not very much           ,House/Shelter will not protect against cold   ,4 _ Not very much        ,,,4-Mostly yes,Refused,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Livelihood options/training                                          
Ramechhap,Puraganau,4,40-54,female,Magar,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Toilets/sanitation,2 _ Not very much           ,Was promised relief but never received           ,Reconstruction process taking too long                                   ,2 _ Not very much           ,How to register for/access support                       ,How to get shelter materials                          ,4_Mostly yes,,,4_Mostly yes,,,2 _ Not very much           ,House/Shelter will not protect against cold   ,4 _ Not very much        ,,,4-Mostly yes,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Gathering enough resources to rebuild entire house at once                   ,2 _ Not very much           ,Repair/reconstruction of community buildings        ,Livelihood options/training                                          
Ramechhap,Ramechhap,7,40-54,male,Newar,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,4_ Mostly yes,,,,5 _ Completely yes         ,,,3 _ Neutral ,How to get shelter materials                          ,How to get healthcare/psychological support                           ,4_Mostly yes,,,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Improper school winterization                                                   ,Health care,4-Mostly yes,Don't Know,,5-Not at all,1-Completely yes        ,Government grant        ,Waiting for community to start rebuilding                    ,1 _ Not at all        ,Repair/reconstruction of schools         ,Reconstruction advice/training             
Ramechhap,Ramechhap,7,55+,male,Brahmin,,Farmer/laborer,,"Yes, some difficulty ",3 _ Neutral ,Financial support,Long-term shelter (housing)                ,Housing inspections,5 _ Completely yes         ,,,1 _ Not at all        ,How to register for/access support                       ,How to replace personal documentation     ,4_Mostly yes,,,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,4-Mostly yes,5 _ Not at all         ,,5-Not at all,2-Somewhat yes,Government grant        ,Waiting for demolition assistance                                   ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Ramechhap,Ramechhap,7,25-39,female,Chhetri,,Farmer/laborer,,"Yes, some difficulty ",3 _ Neutral ,Long-term shelter (housing)        ,Financial support             ,Housing inspections,4_Mostly yes,,,1 _ Not at all        ,How to register for/access support                       ,How to get shelter materials                          ,4_Mostly yes,,,5 _ Completely yes        ,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,2 _ Somewhat yes           ,Safety at school (due to structure)      ,Improper school winterization                                                   ,4-Mostly yes,Don't Know,,5-Not at all,1-Completely yes        ,Government grant        ,Waiting for community to start rebuilding                    ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Reconstruction advice/training             
Rasuwa,Yarsa,8,25-39,male,Tamang,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Clean water,Education,2 _ Not very much           ,Government plans unclear               ,Reconstruction process taking too long                                   ,4_Mostly yes,,,2 _ Not very much           ,NGO plans unclear                             ,Reconstruction process taking too long                                   ,5 _ Completely yes        ,,,2 _ Not very much           ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Gathering enough resources to rebuild entire house at once                   ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,improv_water
Rasuwa,Saramthali,3,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Clean water,Education,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,1 _ Completely yes        ,Safety at school (due to structure)      ,"Not prepared for winter (clothing, household)                                  ",4-Mostly yes,5 _ Not at all         ,,5-Not at all,1-Completely yes        ,Government grant        ,Gathering enough resources to rebuild entire house at once                   ,1 _ Not at all        ,Improved access to water/sanitation   ,improv_water
Rasuwa,Yarsa,8,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Clean water,Healthcare,1 _ Not at all        ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,5 _ Completely yes        ,,,2 _ Not very much           ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,Don't Know,5 _ Not at all         ,,1-Completely yes,1-Completely yes        ,Government grant        ,Gathering enough resources to rebuild entire house at once                   ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Repair of cultural sites 
Rasuwa,Bhorle,2,40-54,male,Tamang,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Healthcare,Long-term shelter (housing)                ,Financial support,2 _ Not very much           ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,2 _ Not very much           ,NGO plans unclear                             ,Relief distributed based on distance from road ,2 _ Not very much           ,Based on distance from the main road            ,Based on political parties                 ,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,4-Not very much,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
Rasuwa,Bhorle,2,55+,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Toilets/sanitation,2 _ Not very much           ,Government plans unclear               ,Was promised relief but never received           ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Reconstruction advice/training             ,Safe spaces for women and children   
Rasuwa,Bhorle,3,40-54,male,Tamang,,Farmer/laborer,,"Yes, some difficulty ",2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Clean water,2 _ Not very much           ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Bhorle,3,25-39,male,Tamang,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Psychosocial counseling,2 _ Not very much           ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,2 _ Not very much           ,5 _ Not at all         ,,1-Completely yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Bhorle,3,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
Rasuwa,Dhaibung,7,25-39,female,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Education,1 _ Not at all        ,Do not trust government                     ,Government plans unclear               ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,4-Not very much,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Reconstruction advice/training             ,News on government decisions            
Rasuwa,Bhorle,2,40-54,male,Tamang,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government plans unclear               ,Was promised relief but never received           ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
Rasuwa,Dhaibung,7,55+,female,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,2 _ Not very much           ,Do not trust government                     ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,Don't Know,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Dhaibung,7,25-39,male,Gurung,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,1 _ Not at all        ,NGO plans unclear                             ,Do not trust NGOs                     ,2 _ Not very much           ,Based on distance from the main road            ,Based on distance from the main road            ,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Reconstruction advice/training             ,News on government decisions            
Rasuwa,Bhorle,2,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Housing inspections,2 _ Not very much           ,Was promised relief but never received           ,Government plans unclear               ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,1 _ Not at all        ,Repair/reconstruction of community buildings        ,Reduce risk of future disasters                                    
Rasuwa,Bhorle,3,55+,male,Tamang,,Farmer/laborer,,"Yes, some difficulty ",1 _ Not at all        ,Financial support,Clean water,Long-term shelter (housing)        ,2 _ Not very much           ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Bhorle,3,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government plans unclear               ,Government plans unclear               ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,4-Not very much,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Dhaibung,7,25-39,male,Newar,,NGO worker/Business,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Reduce risk of future disasters                                    ,Repair/reconstruction of community buildings        
Rasuwa,Dhaibung,7,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,2 _ Not very much           ,Government plans unclear               ,Was promised relief but never received           ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Dhaibung,8,25-39,male,Brahmin,,"Government (i.e. teacher, health worker, army)                                 ",,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Healthcare,1 _ Not at all        ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,Don't Know,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Dhaibung,8,40-54,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,1 _ Not at all        ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,1 _ Not at all        ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,4 _ Somewhat yes           ,,
Rasuwa,Dhaibung,8,40-54,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,2 _ Not very much           ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
Rasuwa,Dhaibung,8,40-54,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Financial support,2 _ Not very much           ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to get shelter materials                          ,2 _ Not very much           ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,5-Not at all,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
Rasuwa,Dhaibung,8,25-39,male,Brahmin,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Financial support             ,Clean water,2 _ Not very much           ,Government plans unclear               ,Do not trust government                     ,1 _ Not at all        ,News about government decisions               ,How to register for/access support                       ,2 _ Not very much           ,NGO plans unclear                             ,Do not trust NGOs                     ,4_Mostly yes,,,1 _ Not at all        ,House/Shelter will not protect against cold   ,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,1-Completely yes,1-Completely yes        ,Government grant        ,Confidence in government support                                ,2 _ Not very much           ,Reconstruction advice/training             ,Reduce risk of future disasters                                    
Rasuwa,Dandagaun,2,25-39,male,Gurung,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Clean water,Financial support,5 _ Completely yes         ,,,2 _ Not very much           ,News about government decisions               ,How to register for/access support                       ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,2,25-39,male,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,2 _ Not very much           ,Government plans unclear               ,Reconstruction process taking too long                                   ,2 _ Not very much           ,How to register for/access support                       ,How to get healthcare/psychological support                           ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,4-Not very much,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,2 _ Not very much           ,Reconstruction advice/training             ,Livelihood options/training                                          
Rasuwa,Dandagaun,2,25-39,female,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,2 _ Not very much           ,Government does not know what itês doing                            ,Reconstruction process taking too long                                   ,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,2,40-54,female,Gurung,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,2 _ Not very much           ,Government plans unclear               ,Reconstruction process taking too long                                   ,1 _ Not at all        ,How to get shelter materials                          ,News about government decisions               ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,4-Not very much,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,2 _ Not very much           ,Safe spaces for women and children   ,News on government decisions            
Rasuwa,Dandagaun,2,40-54,male,Gurung,,Farmer/laborer,,No difficulty ,2 _ Not very much,Financial support,Long-term shelter (housing)                ,Clean water,1 _ Not at all        ,Reconstruction process taking too long                                   ,Government does not know what itês doing                            ,2 _ Not very much           ,News about government decisions               ,How to register for/access support                       ,Donêt know        ,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,4-Not very much,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,2 _ Not very much           ,Safe spaces for women and children   ,Livelihood options/training                                          
Rasuwa,Dandagaun,3,15-24,female,Brahmin,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,5 _ Completely yes         ,,,1 _ Not at all        ,How to get healthcare/psychological support                           ,News about government decisions               ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,5 _ Completely yes        ,,5 _ Not at all         ,,,4-Mostly yes,2 _ Somewhat yes           ,Community members         ,2-Somewhat yes,Don't know,,,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,3,25-39,male,Tamang,,Skilled worker (i.e. carpenter),,No difficulty ,1 _ Not at all        ,Clean water,Healthcare,Toilets/sanitation,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes         ,,,4_Mostly yes,,,4-Mostly yes,,5 _ Not at all         ,,,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Concern about another earthquake/aftershocks,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,3,40-54,male,Brahmin,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,5 _ Completely yes         ,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,4-Mostly yes,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,3,25-39,female,Gurung,,NGO worker/Business,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,2 _ Not very much           ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,3,25-39,female,Gurung,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Long-term shelter (housing)        ,Clean water,Financial support,5 _ Completely yes         ,,,2 _ Not very much           ,News about government decisions               ,How to register for/access support                       ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,4-Mostly yes,2 _ Somewhat yes           ,Community members         ,2-Somewhat yes,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,6,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,2 _ Not very much           ,How to get healthcare/psychological support                           ,News about government decisions               ,4_Mostly yes,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,5 _ Not at all         ,,4-Not very much,1-Completely yes        ,Government grant        ,Concern about another earthquake/aftershocks,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,6,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,2 _ Not very much           ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,Don't Know,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,2 _ Not very much           ,Safe spaces for women and children   ,Livelihood options/training                                          
Rasuwa,Dandagaun,6,40-54,male,Tamang,,Farmer/laborer,,No difficulty ,2 _ Not very much,Long-term shelter (housing)        ,Financial support             ,Clean water,2 _ Not very much           ,Reconstruction process taking too long                                   ,Government plans unclear               ,2 _ Not very much           ,News about government decisions               ,How to get shelter materials                          ,4_Mostly yes,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,2-Somewhat yes,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,6,25-39,male,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,4_Mostly yes,,,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,4-Not very much,1-Completely yes        ,Government loan         ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Dandagaun,6,15-24,male,Tamang,,Farmer/laborer,,No difficulty ,4_ Mostly yes,,,,2 _ Not very much           ,Reconstruction process taking too long                                   ,Government does not know what itês doing                            ,4_Mostly yes,,,4_Mostly yes,,,5 _ Completely yes        ,,,4-Mostly yes,,5 _ Not at all         ,,,5 _ Completely yes         ,4 _ Not very much        ,,4-Not very much,1-Completely yes        ,Government grant        ,Availability of financial support                                      ,4 _ Somewhat yes           ,,
Rasuwa,Chilime,1,25-39,female,Tamang,,Farmer/laborer,,No difficulty ,1 _ Not at all        ,Financial support,Long-term shelter (housing)                ,Clean water,4_Mostly yes,,,2 _ Not very much           ,News about government decisions               ,How to register for/access support                       ,5 _ Completely yes         ,,,5 _ Completely yes        ,,,2 _ Not very much           ,Not enough fuel                             ,2 _ Somewhat yes           ,Psycho-social support      ,Safety at school (due to structure)      ,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Concern about another earthquake/aftershocks,1 _ Not at all        ,Reduce risk of future disasters                                    ,Safe spaces for women and children   
Rasuwa,Chilime,1,40-54,female,Tamang,,NGO worker/Business,,No difficulty ,1 _ Not at all        ,Clean water,Psychosocial counseling,Healthcare,1 _ Not at all        ,Do not trust government                     ,Government plans unclear               ,3 _ Neutral ,News about government decisions               ,How to register for/access support                       ,2 _ Not very much           ,NGO plans unclear                             ,Reconstruction process taking too long                                   ,4_Mostly yes,,,2 _ Not very much           ,Not enough fuel                             ,2 _ Somewhat yes           ,Improper school winterization                                                   ,Safety at school (due to structure)      ,4-Mostly yes,5 _ Not at all         ,,2-Somewhat yes,1-Completely yes        ,Government loan         ,Concern about another earthquake/aftershocks,2 _ Not very much           ,Safe spaces for women and children   ,Reduce risk of future disasters                                    
